date,open_price,daily_high,daily_low,close_price,trade_volume_millions
2003/07/07,1.915,1.955,1.898,0.000,0.000
2003/07/09,0.000,0.000,2.076,2.130,0.000
2003/07/11,0.000,1.915,1.855,1.883,0.000
2003/07/14,0.000,0.000,0.000,1.964,173.806
2003/07/15,0.000,0.000,1.881,0.000,117.030
2003/07/16,0.000,1.926,2.076,0.000,0.000
2003/07/17,0.000,2.155,2.076,2.130,152.840
2003/07/18,2.145,1.842,2.076,0.000,55.528
2003/07/24,2.145,2.155,0.000,0.000,55.528
2003/07/25,2.037,0.000,1.987,0.000,0.000
2003/07/28,2.145,2.109,2.076,0.000,55.528
2003/07/30,2.145,2.155,2.076,0.000,0.000
2003/08/01,2.070,2.082,0.000,0.000,176.104
2003/08/04,1.985,0.000,0.000,1.982,141.088
2003/08/06,1.931,1.997,1.914,1.947,183.852
2003/08/11,0.000,1.952,0.000,1.946,0.000
2003/08/13,0.000,0.000,0.000,0.000,0.000
2003/08/15,0.000,0.000,1.998,2.005,49.730
2003/08/19,0.000,0.000,2.146,2.130,0.000
2003/08/21,0.000,0.000,2.194,2.285,0.000
2003/08/22,0.000,2.348,0.000,0.000,209.466
2003/08/25,0.000,2.308,2.227,0.000,142.070
2003/08/29,2.145,2.322,2.286,2.316,55.528
2003/09/02,2.326,0.000,0.000,2.366,189.188
2003/09/05,2.348,2.374,2.305,0.000,0.000
2003/09/08,0.000,2.368,0.000,0.000,0.000
2003/09/15,2.268,2.289,2.261,0.000,55.528
2003/09/16,2.270,2.155,0.000,2.312,155.104
2003/09/18,0.000,2.155,0.000,2.395,180.770
2003/09/22,0.000,0.000,2.310,2.374,184.800
2003/09/25,2.145,0.000,2.464,2.503,0.000
2003/10/02,0.000,0.000,2.434,2.504,164.398
2003/10/06,2.645,2.712,2.629,0.000,0.000
2003/10/08,2.772,0.000,0.000,2.785,0.000
2003/10/13,2.145,2.934,0.000,2.915,166.580
2003/10/14,2.905,0.000,0.000,2.996,55.528
2003/10/15,2.145,3.020,2.076,0.000,55.528
2003/10/16,2.908,0.000,2.905,2.996,204.222
2003/10/17,2.965,2.995,2.932,2.130,55.528
2003/10/20,2.978,3.012,2.946,2.980,0.000
2003/10/21,2.987,2.155,0.000,2.130,55.528
2003/10/24,0.000,2.747,2.650,2.726,0.000
2003/10/27,2.745,0.000,0.000,2.130,127.838
2003/10/28,2.145,2.845,2.727,0.000,184.618
2003/10/29,2.832,0.000,0.000,2.835,55.528
2003/10/30,2.145,2.876,0.000,2.792,196.508
2003/11/03,2.740,0.000,2.716,2.837,182.622
2003/11/05,0.000,2.849,0.000,2.837,0.000
2003/11/06,0.000,2.843,2.737,2.750,175.836
2003/11/07,2.145,2.785,0.000,2.716,170.008
2003/11/10,2.697,0.000,2.587,2.599,0.000
2003/11/11,0.000,0.000,2.538,0.000,218.402
2003/11/13,2.145,2.757,2.076,0.000,141.460
2003/11/14,2.145,2.739,2.611,2.622,0.000
2003/11/18,0.000,0.000,0.000,2.425,55.528
2003/11/19,2.435,0.000,2.384,2.477,0.000
2003/11/20,0.000,2.523,2.417,0.000,55.528
2003/11/21,0.000,0.000,0.000,0.000,0.000
2003/11/24,2.464,0.000,2.432,0.000,212.630
2003/11/26,2.641,2.677,0.000,2.648,55.528
2003/11/28,2.642,2.155,0.000,2.130,55.528
2003/12/01,2.720,2.737,0.000,2.130,55.528
2003/12/02,0.000,2.737,2.693,2.697,124.758
2003/12/03,2.705,0.000,2.568,2.576,55.528
2003/12/04,2.572,2.622,2.076,0.000,0.000
2003/12/11,2.463,2.557,2.076,2.540,0.000
2003/12/12,0.000,0.000,2.496,2.549,123.812
2003/12/16,0.000,0.000,0.000,0.000,55.528
2003/12/17,2.474,0.000,2.076,2.379,0.000
2003/12/18,2.381,2.444,2.372,2.438,215.014
2003/12/22,2.449,0.000,2.076,0.000,0.000
2003/12/23,2.145,2.155,0.000,2.624,220.080
2003/12/26,2.145,2.747,2.657,2.674,141.568
2003/12/29,0.000,2.692,0.000,2.674,161.138
2003/12/30,2.659,2.675,2.076,2.641,103.048
2003/12/31,2.641,2.674,2.620,0.000,106.144
2004/01/06,2.655,0.000,2.637,0.000,119.710
2004/01/07,0.000,2.155,2.076,2.595,184.854
2004/01/08,0.000,0.000,2.501,2.512,206.406
2004/01/09,0.000,2.608,0.000,2.579,0.000
2004/01/13,2.145,0.000,0.000,2.746,0.000
2004/01/15,0.000,0.000,0.000,0.000,55.528
2004/01/20,2.779,2.842,2.770,2.830,0.000
2004/01/21,2.808,0.000,2.782,0.000,55.528
2004/01/22,0.000,0.000,0.000,2.859,213.444
2004/01/28,0.000,0.000,0.000,2.598,0.000
2004/01/29,0.000,0.000,0.000,2.461,0.000
2004/01/30,2.474,0.000,0.000,0.000,0.000
2004/02/02,0.000,0.000,0.000,2.130,0.000
2004/02/03,2.409,0.000,2.226,2.247,55.528
2004/02/06,2.306,0.000,2.276,2.318,0.000
2004/02/09,0.000,0.000,2.285,0.000,55.528
2004/02/11,2.145,0.000,2.076,0.000,157.634
2004/02/12,2.346,2.405,0.000,0.000,0.000
2004/02/17,2.307,2.322,2.240,0.000,0.000
2004/02/18,0.000,2.269,2.076,0.000,159.070
2004/02/19,2.257,0.000,0.000,2.233,148.850
2004/02/20,2.240,0.000,2.237,0.000,0.000
2004/02/23,2.259,2.263,2.168,2.198,0.000
2004/02/24,2.196,2.197,0.000,2.130,0.000
2004/02/25,0.000,2.164,0.000,2.130,143.056
2004/02/26,2.160,2.193,2.150,0.000,119.206
2004/02/27,0.000,0.000,0.000,2.151,0.000
2004/03/03,2.145,2.169,2.082,2.158,0.000
2004/03/05,0.000,2.241,0.000,0.000,0.000
2004/03/09,2.145,0.000,2.114,2.135,131.862
2004/03/11,2.055,0.000,2.076,0.000,140.852
2004/03/15,2.113,2.140,2.046,2.054,0.000
2004/03/16,0.000,2.118,2.063,0.000,55.528
2004/03/19,2.145,2.188,2.132,2.140,115.098
2004/03/22,0.000,2.092,2.026,2.043,0.000
2004/03/25,0.000,0.000,0.000,2.099,142.254
2004/03/29,2.099,0.000,2.099,2.130,111.220
2004/03/30,0.000,2.197,2.128,2.190,0.000
2004/03/31,0.000,2.200,2.148,2.164,0.000
2004/04/02,0.000,2.312,0.000,0.000,162.962
2004/04/05,0.000,2.355,2.280,0.000,0.000
2004/04/07,0.000,0.000,2.270,0.000,55.528
2004/04/12,2.408,0.000,2.378,2.130,86.918
2004/04/13,2.399,2.417,0.000,2.130,114.488
2004/04/14,2.304,2.383,0.000,0.000,0.000
2004/04/15,2.349,2.380,2.300,2.349,0.000
2004/04/16,2.145,2.355,0.000,2.130,0.000
2004/04/21,0.000,2.325,2.246,2.286,121.084
2004/04/22,2.145,0.000,2.295,2.443,55.528
2004/04/23,2.300,2.345,2.276,2.315,55.528
2004/04/29,0.000,2.354,2.276,0.000,0.000
2004/05/03,0.000,0.000,0.000,2.220,0.000
2004/05/04,0.000,2.228,2.185,2.197,0.000
2004/05/06,2.180,2.213,2.138,2.157,0.000
2004/05/07,2.148,2.209,0.000,0.000,0.000
2004/05/10,2.062,2.155,2.029,2.130,0.000
2004/05/11,2.096,2.152,0.000,0.000,55.528
2004/05/12,2.117,2.155,0.000,2.151,149.724
2004/05/14,2.185,2.196,2.138,0.000,102.532
2004/05/19,2.119,2.164,0.000,0.000,0.000
2004/05/20,2.082,2.099,2.040,2.049,55.528
2004/05/24,0.000,2.115,0.000,2.082,0.000
2004/05/26,2.193,2.250,0.000,0.000,55.528
2004/05/28,2.364,0.000,2.344,0.000,212.582
2004/06/01,2.394,2.523,0.000,2.511,55.528
2004/06/03,2.493,0.000,0.000,0.000,0.000
2004/06/04,0.000,0.000,2.500,2.547,55.528
2004/06/07,2.585,2.599,0.000,0.000,0.000
2004/06/09,0.000,2.592,2.500,2.512,131.588
2004/06/10,2.520,0.000,2.463,2.130,144.180
2004/06/14,2.467,2.500,0.000,2.463,0.000
2004/06/16,2.504,2.537,0.000,2.529,81.952
2004/06/17,0.000,0.000,0.000,2.489,0.000
2004/06/21,2.473,2.515,0.000,2.489,0.000
2004/06/22,0.000,2.490,2.412,2.450,0.000
2004/06/24,2.550,0.000,2.534,0.000,0.000
2004/06/28,2.619,2.702,2.610,0.000,0.000
2004/06/30,2.145,0.000,0.000,0.000,0.000
2004/07/01,2.690,0.000,2.602,2.628,144.238
2004/07/02,2.631,2.155,2.592,0.000,0.000
2004/07/07,2.539,2.602,0.000,2.550,130.312
2004/07/08,0.000,2.155,2.424,2.475,0.000
2004/07/12,0.000,0.000,0.000,0.000,0.000
2004/07/13,2.455,2.499,2.444,2.480,98.176
2004/07/14,2.145,0.000,0.000,2.475,0.000
2004/07/15,2.476,2.484,0.000,0.000,104.882
2004/07/16,2.145,0.000,0.000,0.000,0.000
2004/07/19,0.000,2.155,0.000,0.000,196.942
2004/07/22,2.145,2.303,2.182,2.291,55.528
2004/07/28,1.964,1.979,0.000,0.000,203.672
2004/07/29,0.000,0.000,2.076,1.929,164.000
2004/07/30,2.145,1.971,1.911,1.946,120.630
2004/08/02,0.000,1.938,1.890,0.000,118.244
2004/08/06,1.763,0.000,2.076,1.775,55.528
2004/08/11,1.820,2.155,0.000,1.828,188.962
2004/08/13,0.000,1.850,1.793,1.806,99.622
2004/08/16,2.145,0.000,0.000,1.898,0.000
2004/08/18,1.896,0.000,0.000,2.130,0.000
2004/08/23,1.995,2.155,1.956,1.972,0.000
2004/08/24,1.986,1.997,1.916,0.000,0.000
2004/08/27,0.000,2.020,1.980,1.995,0.000
2004/08/31,0.000,1.942,1.893,1.907,0.000
2004/09/01,2.145,2.155,1.901,0.000,105.050
2004/09/02,1.902,1.982,0.000,1.959,114.446
2004/09/03,0.000,2.000,1.932,1.937,104.578
2004/09/10,0.000,1.940,0.000,0.000,0.000
2004/09/13,1.957,0.000,1.941,2.000,161.304
2004/09/14,2.010,2.138,1.995,0.000,0.000
2004/09/15,2.102,0.000,2.093,2.111,55.528
2004/09/20,2.145,2.200,0.000,2.130,184.448
2004/09/21,2.178,2.188,2.138,0.000,0.000
2004/09/23,2.145,0.000,0.000,0.000,55.528
2004/09/28,0.000,0.000,0.000,0.000,55.528
2004/09/29,0.000,2.155,1.968,0.000,0.000
2004/09/30,0.000,0.000,2.010,0.000,188.266
2004/10/05,0.000,2.062,2.076,0.000,0.000
2004/10/06,2.145,2.070,2.020,2.068,102.562
2004/10/07,2.071,0.000,2.043,2.057,55.528
2004/10/08,0.000,0.000,1.982,2.000,170.924
2004/10/13,2.071,2.078,1.987,2.130,184.404
2004/10/18,0.000,1.974,1.895,0.000,55.528
2004/10/19,1.987,1.992,1.908,1.916,176.052
2004/10/20,0.000,0.000,1.890,1.918,0.000
2004/10/25,1.700,1.720,0.000,0.000,210.636
2004/10/26,1.707,2.155,1.676,0.000,55.528
2004/10/27,0.000,1.732,1.681,1.712,0.000
2004/10/29,0.000,1.722,1.700,2.130,55.528
2004/11/01,2.145,1.758,0.000,0.000,0.000
2004/11/02,1.775,0.000,0.000,0.000,0.000
2004/11/04,1.785,0.000,0.000,2.130,152.006
2004/11/05,1.865,1.870,0.000,1.828,147.982
2004/11/08,2.145,2.155,0.000,1.866,0.000
2004/11/09,1.859,1.890,0.000,1.870,129.598
2004/11/12,0.000,2.047,0.000,0.000,55.528
2004/11/15,0.000,2.155,0.000,2.045,207.324
2004/11/17,2.020,0.000,1.977,1.995,0.000
2004/11/22,1.922,1.926,1.879,1.903,177.372
2004/11/23,0.000,2.155,1.901,1.916,0.000
2004/11/26,1.947,1.967,1.944,0.000,46.754
2004/11/29,0.000,2.155,0.000,0.000,197.482
2004/11/30,2.145,0.000,2.076,1.984,140.572
2004/12/02,0.000,2.037,1.964,2.009,132.018
2004/12/03,2.018,2.023,1.977,0.000,0.000
2004/12/06,1.987,0.000,1.957,0.000,55.528
2004/12/14,2.145,2.023,2.076,2.022,0.000
2004/12/17,2.008,2.011,1.993,0.000,109.720
2004/12/20,0.000,0.000,0.000,1.947,55.528
2004/12/23,0.000,1.976,1.946,1.946,64.136
2004/12/27,2.145,2.147,1.974,0.000,0.000
2004/12/28,0.000,2.256,0.000,0.000,0.000
2004/12/29,0.000,2.284,2.222,2.241,55.528
2004/12/30,0.000,0.000,0.000,2.249,139.318
2004/12/31,2.257,2.274,0.000,2.130,0.000
2005/01/05,0.000,0.000,2.076,0.000,167.084
2005/01/07,2.069,0.000,2.076,2.130,196.732
2005/01/10,2.097,2.155,2.086,2.092,146.958
2005/01/11,2.145,0.000,2.050,0.000,0.000
2005/01/12,2.145,2.155,0.000,2.130,0.000
2005/01/13,2.122,2.229,0.000,2.130,0.000
2005/01/18,0.000,0.000,0.000,2.130,142.632
2005/01/19,2.224,2.155,2.171,2.198,147.934
2005/01/24,0.000,0.000,2.076,2.019,0.000
2005/01/28,2.105,2.150,2.076,0.000,55.528
2005/01/31,2.122,2.171,0.000,2.161,0.000
2005/02/01,0.000,2.164,2.119,2.124,0.000
2005/02/02,2.152,0.000,0.000,0.000,55.528
2005/02/03,0.000,1.794,2.076,1.788,0.000
2005/02/04,2.145,0.000,0.000,1.786,55.528
2005/02/07,0.000,1.792,0.000,1.785,0.000
2005/02/08,2.145,0.000,1.776,0.000,55.528
2005/02/09,1.822,0.000,0.000,1.794,158.776
2005/02/10,0.000,1.806,1.776,0.000,0.000
2005/02/11,0.000,0.000,2.076,1.789,0.000
2005/02/18,0.000,0.000,2.076,2.130,90.594
2005/02/23,1.747,0.000,1.660,2.130,210.008
2005/02/24,1.683,0.000,2.076,1.735,167.784
2005/02/28,0.000,0.000,2.076,0.000,0.000
2005/03/01,1.753,0.000,1.741,0.000,116.380
2005/03/04,1.792,1.816,1.785,1.793,110.914
2005/03/08,1.816,0.000,2.076,1.791,55.528
2005/03/09,0.000,0.000,1.745,0.000,148.246
2005/03/14,0.000,0.000,2.076,0.000,55.528
2005/03/15,1.729,1.742,2.076,2.130,101.412
2005/03/16,1.694,0.000,1.680,1.694,55.528
2005/03/22,1.685,0.000,1.653,0.000,0.000
2005/03/23,0.000,1.692,0.000,0.000,55.528
2005/03/24,2.145,1.694,0.000,1.644,106.746
2005/03/28,0.000,0.000,0.000,1.669,86.532
2005/03/30,1.679,0.000,2.076,0.000,0.000
2005/03/31,1.724,1.727,1.700,0.000,0.000
2005/04/01,1.732,0.000,1.689,2.130,0.000
2005/04/04,1.700,0.000,0.000,0.000,146.844
2005/04/06,0.000,0.000,1.731,0.000,55.528
2005/04/08,2.145,0.000,0.000,0.000,0.000
2005/04/11,1.730,1.750,1.718,1.730,65.062
2005/04/12,0.000,0.000,1.683,2.130,123.944
2005/04/13,1.717,0.000,0.000,1.715,82.502
2005/04/14,1.713,2.155,1.694,0.000,83.568
2005/04/18,2.145,1.679,0.000,2.130,55.528
2005/04/22,1.674,0.000,1.645,1.652,127.840
2005/04/26,0.000,1.699,0.000,0.000,55.528
2005/04/27,1.542,0.000,0.000,0.000,0.000
2005/05/02,1.615,2.155,0.000,2.130,55.528
2005/05/10,0.000,1.724,1.701,0.000,0.000
2005/05/11,0.000,0.000,1.683,1.691,120.960
2005/05/13,1.699,2.155,0.000,1.695,0.000
2005/05/16,1.702,0.000,1.696,1.727,85.614
2005/05/25,0.000,0.000,0.000,2.130,77.458
2005/05/31,0.000,0.000,2.076,2.130,98.604
2005/06/01,1.778,2.155,1.772,2.130,0.000
2005/06/02,2.145,0.000,1.811,0.000,0.000
2005/06/03,1.823,0.000,1.766,1.780,96.718
2005/06/07,1.796,0.000,0.000,0.000,97.696
2005/06/16,0.000,0.000,0.000,1.779,0.000
2005/06/28,0.000,0.000,1.679,1.686,140.686
2005/06/30,0.000,2.155,1.646,1.655,0.000
2005/07/01,1.662,1.663,1.640,0.000,58.654
2005/07/05,0.000,0.000,1.673,2.130,55.528
2005/07/06,0.000,1.720,0.000,0.000,0.000
2005/07/11,1.736,2.155,1.730,1.780,103.320
2005/07/13,1.814,1.827,0.000,2.130,64.036
2005/07/14,2.145,1.871,2.076,2.130,0.000
2005/07/15,1.867,1.875,2.076,1.857,104.180
2005/07/18,1.847,1.860,1.838,0.000,59.466
2005/07/19,1.869,1.908,1.834,1.908,0.000
2005/07/20,1.875,1.913,0.000,1.908,127.368
2005/07/22,1.895,0.000,1.862,1.898,117.422
2005/07/25,1.900,0.000,1.893,0.000,109.400
2005/07/28,0.000,0.000,2.168,0.000,0.000
2005/07/29,0.000,2.287,2.230,0.000,55.528
2005/08/01,0.000,2.260,0.000,2.247,142.544
2005/08/02,2.245,2.349,2.244,2.326,0.000
2005/08/03,2.300,0.000,2.076,0.000,0.000
2005/08/04,2.277,2.289,2.271,0.000,99.544
2005/08/05,0.000,0.000,0.000,2.263,0.000
2005/08/08,0.000,2.295,2.263,0.000,0.000
2005/08/09,2.288,2.322,0.000,0.000,91.824
2005/08/15,2.197,2.155,2.194,0.000,0.000
2005/08/16,2.245,0.000,0.000,2.214,72.502
2005/08/18,0.000,2.195,0.000,2.187,55.528
2005/08/19,0.000,2.188,0.000,2.186,66.478
2005/08/22,0.000,2.214,2.147,0.000,55.528
2005/08/23,0.000,2.155,2.161,2.171,55.528
2005/08/25,2.127,0.000,0.000,0.000,61.844
2005/08/29,0.000,0.000,0.000,0.000,73.078
2005/08/30,0.000,0.000,0.000,2.125,0.000
2005/09/06,2.145,0.000,2.076,2.130,55.528
2005/09/07,0.000,2.215,2.076,2.130,0.000
2005/09/08,0.000,0.000,2.141,0.000,77.684
2005/09/12,0.000,2.155,2.135,2.225,175.588
2005/09/13,2.208,2.219,2.172,0.000,90.104
2005/09/16,0.000,0.000,2.106,0.000,0.000
2005/09/19,2.145,0.000,2.109,2.130,0.000
2005/09/20,2.132,0.000,2.089,2.130,69.440
2005/09/22,2.060,2.114,0.000,2.104,116.760
2005/09/26,2.122,2.155,2.120,2.167,112.328
2005/09/28,2.162,0.000,2.076,2.168,55.528
2005/09/30,2.145,0.000,2.076,2.265,121.120
2005/10/04,0.000,0.000,2.225,2.247,0.000
2005/10/05,2.246,0.000,2.194,2.224,0.000
2005/10/06,2.228,2.240,2.076,2.130,123.858
2005/10/07,2.214,0.000,0.000,2.130,0.000
2005/10/10,0.000,0.000,2.179,2.188,0.000
2005/10/11,0.000,2.216,0.000,2.170,106.036
2005/10/14,2.150,0.000,2.117,0.000,91.552
2005/10/17,0.000,2.251,0.000,2.130,104.500
2005/10/18,2.145,2.253,0.000,2.233,89.154
2005/10/21,0.000,2.303,2.076,2.297,0.000
2005/10/25,2.344,2.350,2.302,2.130,0.000
2005/10/26,2.050,2.055,0.000,2.130,55.528
2005/10/27,1.982,2.155,0.000,1.953,175.406
2005/10/31,0.000,2.020,1.956,2.130,0.000
2005/11/01,0.000,2.037,1.982,2.019,107.660
2005/11/02,2.145,2.062,0.000,2.130,0.000
2005/11/04,0.000,2.090,2.076,2.055,88.908
2005/11/07,2.145,2.073,2.027,2.069,67.722
2005/11/10,2.073,0.000,2.043,0.000,111.710
2005/11/11,0.000,0.000,0.000,0.000,0.000
2005/11/14,2.126,0.000,0.000,0.000,0.000
2005/11/15,2.145,0.000,2.221,0.000,55.528
2005/11/16,2.214,2.155,2.212,2.130,159.340
2005/11/18,2.345,2.155,2.076,2.399,0.000
2005/11/21,2.145,2.155,0.000,2.399,0.000
2005/11/22,0.000,2.451,2.367,2.130,0.000
2005/11/23,2.438,0.000,2.405,0.000,149.664
2005/11/25,2.402,0.000,2.381,0.000,55.528
2005/11/29,2.415,2.155,0.000,2.130,0.000
2005/11/30,2.145,2.434,0.000,2.423,158.512
2005/12/02,0.000,2.155,2.076,2.130,0.000
2005/12/05,0.000,0.000,2.076,0.000,55.528
2005/12/09,0.000,2.452,2.412,0.000,0.000
2005/12/14,0.000,2.155,2.440,0.000,0.000
2005/12/15,2.475,2.497,2.453,0.000,116.410
2005/12/16,2.470,2.496,2.076,2.461,112.530
2005/12/19,2.450,2.155,0.000,2.418,55.528
2005/12/21,2.145,0.000,2.389,0.000,0.000
2005/12/22,2.445,0.000,0.000,2.461,0.000
2005/12/23,2.454,2.155,2.436,2.461,0.000
2005/12/30,2.386,0.000,2.357,0.000,0.000
2006/01/04,2.375,2.386,2.335,0.000,0.000
2006/01/09,2.145,2.355,2.320,2.130,178.862
2006/01/11,2.283,0.000,2.213,2.247,55.528
2006/01/12,0.000,0.000,2.204,2.218,116.366
2006/01/17,0.000,2.216,0.000,0.000,112.620
2006/01/18,0.000,2.230,0.000,0.000,0.000
2006/01/19,2.224,0.000,0.000,0.000,0.000
2006/01/24,0.000,0.000,0.000,2.201,86.848
2006/01/26,0.000,2.239,2.076,0.000,0.000
2006/01/27,0.000,2.261,0.000,0.000,83.480
2006/01/31,0.000,2.260,2.213,0.000,0.000
2006/02/01,0.000,0.000,0.000,2.130,0.000
2006/02/03,0.000,1.925,0.000,2.130,55.528
2006/02/06,2.145,0.000,1.888,2.130,170.064
2006/02/07,1.905,1.910,1.860,1.876,148.072
2006/02/08,1.885,0.000,0.000,0.000,150.874
2006/02/09,2.145,0.000,1.896,0.000,0.000
2006/02/14,1.902,1.924,1.869,1.913,90.284
2006/02/15,1.912,0.000,0.000,0.000,55.528
2006/02/16,0.000,0.000,0.000,1.957,112.760
2006/02/17,1.946,1.969,0.000,0.000,91.636
2006/02/21,1.951,1.956,0.000,0.000,101.122
2006/02/22,0.000,1.955,1.885,1.936,147.138
2006/02/24,1.913,2.155,2.076,1.918,74.400
2006/02/27,1.920,1.939,1.896,2.130,55.528
2006/03/02,0.000,2.155,1.768,0.000,55.528
2006/03/07,1.836,0.000,1.835,2.130,0.000
2006/03/08,2.145,1.873,1.831,0.000,0.000
2006/03/09,1.840,1.848,1.795,1.806,55.528
2006/03/13,0.000,1.832,0.000,0.000,0.000
2006/03/15,0.000,0.000,0.000,1.844,56.030
2006/03/16,1.854,2.155,1.837,1.839,0.000
2006/03/17,0.000,0.000,0.000,1.799,0.000
2006/03/20,2.145,1.863,1.790,1.811,123.416
2006/03/22,0.000,1.827,2.076,1.800,86.016
2006/03/23,1.798,0.000,1.774,1.784,80.718
2006/03/24,0.000,1.806,2.076,0.000,0.000
2006/03/28,1.760,1.801,1.760,1.785,0.000
2006/03/31,1.834,2.155,1.824,1.827,53.180
2006/04/03,0.000,1.867,1.805,0.000,0.000
2006/04/04,0.000,1.855,0.000,1.839,74.356
2006/04/05,1.833,1.867,1.814,1.867,0.000
2006/04/06,1.860,2.155,0.000,0.000,185.892
2006/04/11,1.831,1.837,2.076,1.803,55.528
2006/04/12,0.000,0.000,1.796,1.806,57.116
2006/04/18,1.770,1.822,0.000,0.000,0.000
2006/04/20,1.835,0.000,1.811,0.000,0.000
2006/04/24,1.806,0.000,0.000,0.000,61.752
2006/04/25,0.000,0.000,0.000,1.778,55.528
2006/04/26,1.767,0.000,2.076,1.789,221.430
2006/05/02,2.145,1.747,0.000,1.719,117.140
2006/05/03,0.000,0.000,1.676,0.000,55.528
2006/05/04,2.145,1.736,1.719,1.724,119.958
2006/05/05,0.000,0.000,1.707,0.000,0.000
2006/05/08,0.000,1.765,1.724,0.000,84.736
2006/05/10,1.734,0.000,0.000,1.708,0.000
2006/05/11,1.706,1.707,1.654,1.676,0.000
2006/05/12,0.000,0.000,2.076,0.000,97.472
2006/05/16,2.145,1.651,1.616,0.000,104.432
2006/05/18,0.000,1.682,0.000,1.630,55.528
2006/05/19,2.145,0.000,0.000,0.000,196.344
2006/05/22,2.145,2.155,1.659,0.000,0.000
2006/05/23,0.000,0.000,1.688,0.000,176.454
2006/05/25,1.768,1.785,0.000,1.781,0.000
2006/05/26,1.783,2.155,2.076,0.000,90.486
2006/05/31,1.737,0.000,1.686,0.000,0.000
2006/06/01,1.732,1.773,1.715,1.753,118.640
2006/06/05,1.723,2.155,0.000,2.130,100.988
2006/06/07,0.000,0.000,2.076,0.000,0.000
2006/06/08,0.000,1.703,1.621,1.678,166.220
2006/06/09,1.675,1.717,1.673,2.130,104.652
2006/06/12,1.700,1.722,0.000,0.000,0.000
2006/06/13,1.674,2.155,1.656,0.000,108.060
2006/06/14,2.145,2.155,0.000,1.684,97.382
2006/06/15,2.145,0.000,0.000,0.000,0.000
2006/06/16,1.744,1.763,0.000,0.000,0.000
2006/06/19,1.760,1.774,1.752,1.753,84.232
2006/06/20,1.750,1.783,1.744,2.130,0.000
2006/06/22,1.827,0.000,1.806,1.819,0.000
2006/06/23,0.000,1.832,2.076,0.000,0.000
2006/06/26,1.827,1.859,0.000,0.000,72.116
2006/06/27,1.836,0.000,1.809,0.000,0.000
2006/07/07,1.836,2.155,0.000,1.806,0.000
2006/07/11,2.145,1.796,0.000,1.783,121.772
2006/07/14,0.000,2.155,1.640,1.646,161.896
2006/07/19,0.000,0.000,1.669,1.724,177.326
2006/07/21,1.692,0.000,1.646,1.660,142.732
2006/07/24,1.668,1.734,0.000,1.715,147.708
2006/07/25,1.700,1.708,1.669,1.679,55.528
2006/08/01,0.000,1.332,1.292,1.316,0.000
2006/08/03,1.304,1.345,0.000,1.334,0.000
2006/08/04,0.000,1.380,2.076,0.000,0.000
2006/08/08,1.340,1.351,0.000,1.318,145.204
2006/08/09,2.145,0.000,0.000,1.311,0.000
2006/08/11,1.321,1.321,0.000,0.000,102.318
2006/08/14,1.311,1.353,1.309,1.327,102.560
2006/08/17,1.398,1.487,2.076,1.454,0.000
2006/08/18,1.454,0.000,0.000,0.000,119.972
2006/08/21,1.435,1.449,1.398,1.406,106.698
2006/08/23,0.000,0.000,0.000,0.000,0.000
2006/08/24,2.145,1.413,0.000,1.398,90.338
2006/08/28,2.145,0.000,1.413,0.000,0.000
2006/08/30,1.479,1.543,0.000,1.533,55.528
2006/09/01,0.000,2.155,1.543,1.588,131.264
2006/09/12,1.543,1.597,0.000,0.000,55.528
2006/09/13,0.000,0.000,1.569,0.000,87.408
2006/09/14,1.577,1.594,0.000,2.130,74.114
2006/09/15,0.000,1.637,1.579,1.626,205.474
2006/09/18,0.000,0.000,1.594,1.604,0.000
2006/09/19,0.000,1.615,2.076,0.000,0.000
2006/09/21,1.612,1.628,1.503,0.000,0.000
2006/09/27,1.614,1.623,0.000,1.617,109.396
2006/09/29,0.000,0.000,1.577,1.606,104.544
2006/10/02,0.000,0.000,0.000,2.130,0.000
2006/10/04,0.000,0.000,0.000,0.000,0.000
2006/10/06,0.000,2.155,2.076,1.630,84.384
2006/10/10,2.145,1.679,2.076,1.631,55.528
2006/10/12,1.655,0.000,0.000,0.000,119.794
2006/10/13,1.668,1.679,0.000,0.000,0.000
2006/10/16,1.643,1.660,2.076,1.630,135.388
2006/10/17,1.610,0.000,1.587,1.623,0.000
2006/10/18,1.628,1.639,1.600,0.000,0.000
2006/10/19,1.609,0.000,0.000,2.130,0.000
2006/10/20,2.145,0.000,0.000,1.628,0.000
2006/10/24,1.643,1.900,2.076,1.681,55.528
2006/10/26,1.862,0.000,0.000,2.130,55.528
2006/10/30,0.000,0.000,1.884,1.908,0.000
2006/10/31,1.911,0.000,1.890,1.905,124.208
2006/11/01,0.000,1.910,1.873,0.000,0.000
2006/11/02,1.867,1.888,0.000,2.130,108.946
2006/11/03,2.145,2.155,1.844,1.873,102.482
2006/11/13,1.962,2.000,1.957,2.000,0.000
2006/11/14,2.006,0.000,0.000,2.076,0.000
2006/11/17,2.128,0.000,2.111,2.128,0.000
2006/11/20,2.118,2.155,0.000,0.000,0.000
2006/11/22,0.000,0.000,0.000,2.148,90.712
2006/11/24,0.000,0.000,0.000,2.121,0.000
2006/11/28,2.037,0.000,2.015,2.046,141.986
2006/11/30,2.021,2.032,1.992,2.130,126.926
2006/12/04,2.145,1.974,1.944,0.000,194.414
2006/12/05,0.000,1.965,1.936,0.000,114.754
2006/12/08,1.896,0.000,1.885,1.923,0.000
